id,class,gender,degree,strength,betweenness,closeness,pagerank
1560,3B,F,87,16780,0.00961616634075579,0.6135770234986945,0.0063184010222872185
1493,5A,F,58,10560,0.0027462969257367824,0.5608591885441527,0.004572782182981391
1495,5A,M,37,6000,0.001671343709952044,0.5064655172413793,0.003145349779214421
1800,3A,F,28,3400,0.0003384647228888693,0.4957805907172996,0.001912083892799724
1498,5A,M,70,14300,0.005961331843393382,0.5788177339901478,0.006119967307993658
1555,3B,F,49,12020,0.0022435541060866655,0.550351288056206,0.0047146780488563295
1700,3B,F,91,19740,0.010851085124673868,0.6200527704485488,0.007171075773546275
1702,2B,F,51,19400,0.003169559458160801,0.5542452830188679,0.007206401811878987
1552,3B,F,90,19160,0.01322839596669496,0.618421052631579,0.007018092239088011
1704,2B,M,67,12300,0.006096732790492782,0.5816831683168316,0.0046319899123404345
1705,4A,M,49,14860,0.0026998107131062463,0.556872037914692,0.005812496787937416
1706,2B,F,28,10560,0.0007322795420081383,0.4662698412698413,0.004186256442839169
1707,3B,M,49,13340,0.002912122191537305,0.5389908256880734,0.0051664223336553815
1708,2B,M,86,16540,0.011613302852194531,0.6119791666666666,0.006210640485271609
1558,3B,M,69,20600,0.006827724593102254,0.5860349127182045,0.007599875681018974
1821,4B,F,54,16680,0.0034793517111464905,0.5595238095238095,0.00712078644061944
1820,3A,M,39,6340,0.002053366903146627,0.5280898876404494,0.0030989757883795664
1822,3A,M,90,14960,0.008637971355759961,0.618421052631579,0.0058019758914199925
1579,3B,M,85,13940,0.009596573316647372,0.6103896103896104,0.005382903428127884
1698,1B,M,61,22680,0.0039577935223137715,0.5635491606714629,0.0073123658564383685
1668,Teachers,Unknown,39,4400,0.0019593652613279916,0.5316742081447964,0.002410140264227459
1666,1B,M,72,18460,0.008268265754603897,0.5860349127182045,0.005964281752674113
1665,1B,M,72,19600,0.008107045216494201,0.5875,0.006263108257547035
1664,1B,M,29,10260,0.0002801510777512968,0.4835390946502058,0.0035391757380382667
1663,1B,F,36,20000,0.0008299530721300314,0.5032119914346895,0.006226061915223795
1661,1B,F,27,13360,0.00016074631784210983,0.47283702213279677,0.004403695872066265
1920,1B,F,53,21940,0.003572808321614351,0.5581947743467933,0.0069151190541774455
1482,5B,M,58,9820,0.0021650736878459577,0.5529411764705883,0.004323982373576315
1922,2A,F,24,4020,0.00046824609905525154,0.48155737704918034,0.002493112663497968
1480,5B,F,70,14100,0.007437976242473754,0.5860349127182045,0.005743751470124222
1486,5B,M,40,6140,0.0012997527250071111,0.5176211453744494,0.0031814215708353966
1709,Teachers,Unknown,47,4440,0.002300571475396906,0.5477855477855478,0.002266370690041603
1489,5B,F,70,14640,0.005642703259520061,0.5845771144278606,0.0058022982601090125
1713,2B,F,27,5800,0.0002772680816275558,0.4580896686159844,0.002739739541337516
1712,3B,F,46,6500,0.002663625339495066,0.5316742081447964,0.0029137223893255606
1711,1A,F,73,16760,0.00646728636635715,0.5919395465994962,0.00627615610625664
1710,2B,M,34,2960,0.00108018389385436,0.5257270693512305,0.0016397802367742013
1714,3A,M,66,10800,0.004637584966152148,0.5816831683168316,0.004324529019519776
1851,2B,M,72,16940,0.009790377881789006,0.5875,0.006414800834421852
1719,3A,F,51,10760,0.002163953757483302,0.5414746543778802,0.004760275987913312
1718,2B,F,27,10380,0.0008295501640630442,0.4737903225806452,0.004325692987924914
1854,2B,F,35,3800,0.001392360347313361,0.47764227642276424,0.0018715598737748754
1855,2B,M,62,13940,0.0066228157731732925,0.5759803921568627,0.005350488739811775
1857,4B,F,69,14840,0.005662531861377498,0.5860349127182045,0.006323227132117646
1524,4A,F,21,5880,0.00010241335023517913,0.46168958742632615,0.0025823185749037324
1525,4A,M,42,7900,0.003591591286952709,0.5032119914346895,0.0033985160144118245
1520,5A,F,51,9000,0.002164357824871473,0.5389908256880734,0.004145870840196046
1521,Teachers,Unknown,34,2280,0.0022483719598251307,0.5153508771929824,0.0016121481767465945
1522,5A,M,67,13660,0.005676022559699167,0.5831265508684863,0.005846013617324829
1653,Teachers,Unknown,37,7600,0.002685229859700118,0.5257270693512305,0.0033175900796796358
1650,Teachers,Unknown,47,6840,0.008177762024682001,0.5439814814814815,0.0032754930782059105
1656,1B,M,33,9920,0.0005276428380053271,0.49473684210526314,0.0034685633369207964
1749,2B,F,60,16780,0.006170601240846171,0.573170731707317,0.006504156795110819
1630,4B,M,58,3980,0.006822131177034473,0.5427251732101617,0.0023689711062307647
1833,3A,M,87,12240,0.00956525972230717,0.6135770234986945,0.005119748172437876
1831,4B,F,37,6420,0.001554628277502547,0.5142231947483589,0.0036347233434100906
1837,4A,M,63,16320,0.006595367901560728,0.5745721271393643,0.006431688898254401
1437,5B,F,70,19620,0.005650317190410661,0.5875,0.007333707407516081
1434,5B,F,80,14320,0.008655608408545892,0.6025641025641025,0.005845476556844351
1435,5B,M,38,5500,0.0009224583415584528,0.5131004366812227,0.0027250626460043714
1641,2A,F,22,6740,0.000477260790402667,0.4885654885654886,0.003894814613345619
1643,2A,F,18,4420,0.0002490397651913924,0.4571984435797665,0.0024725929678358
1431,5B,F,69,14220,0.004620901452201493,0.5845771144278606,0.005893604592692896
1843,3A,M,52,6440,0.003876389994120691,0.550351288056206,0.003037923050569623
1727,3B,F,52,11320,0.005536637273495801,0.5452436194895591,0.004545556160616478
1835,4B,F,48,7160,0.0030936029649539358,0.5555555555555556,0.003481871809311212
1722,3A,F,73,12640,0.00529673068728478,0.5919395465994962,0.005110766715926848
1723,3A,M,59,11380,0.0032331850860161638,0.5676328502415459,0.004649940809947849
1720,3A,F,61,11120,0.0030906251151309747,0.5690072639225182,0.0045324139540835
1439,5B,M,61,10900,0.002948811869156993,0.573170731707317,0.004577130202658685
1731,3B,M,42,9180,0.0013608140741325223,0.5340909090909091,0.0037958211823963164
1533,4A,M,78,17200,0.008815296880302873,0.5964467005076142,0.00675585971583012
1532,4A,M,70,11840,0.0060543761231640755,0.5860349127182045,0.004867136031606189
1730,4A,Unknown,66,11200,0.0058572195907245685,0.5788177339901478,0.004412906744872882
1458,5A,M,61,10480,0.006781473822741718,0.550351288056206,0.004875402053906578
1539,4A,F,44,13580,0.0018140386567268676,0.5353075170842825,0.005260678817993079
1538,4A,F,23,6500,0.00028354790677537743,0.46078431372549017,0.0029248968258978993
1570,3B,F,42,5580,0.0014665488430726566,0.5257270693512305,0.00268139491655401
1877,2B,F,29,7740,0.000678951951211175,0.4786150712830957,0.0031416860566563882
1872,2B,F,31,6960,0.0011946357732623887,0.49473684210526314,0.003189202192417009
1908,1B,M,36,13780,0.0016688631608390609,0.5142231947483589,0.004566423387633041
1909,3A,M,74,15660,0.005129835774207532,0.5904522613065326,0.006236823626026122
1906,2A,F,29,7220,0.0014027031310682677,0.5010660980810234,0.004041463263292237
1907,2A,F,32,3960,0.0016439989361739218,0.5032119914346895,0.002205618375334811
1902,2A,M,60,10180,0.005066291587319814,0.5581947743467933,0.00431437942846585
1682,1B,F,35,16200,0.000620040797277632,0.49369747899159666,0.005266273693121834
1739,2B,M,28,5380,0.0006289449860289983,0.4916317991631799,0.0026433026249595266
1738,3A,F,40,7400,0.0012401870854372623,0.5210643015521065,0.0032888809120017347
1632,4B,F,43,5820,0.0022923228592612445,0.5199115044247787,0.003104379201015859
1427,5B,F,33,6020,0.0003414212237847452,0.49266247379454925,0.0028230266711206666
1637,5A,Unknown,20,4220,0.00012069331274233683,0.4671968190854871,0.00233139675803552
1429,5B,F,61,16180,0.0037028148525011617,0.5717761557177615,0.006461280469604223
1428,5B,M,57,6000,0.002467542315101261,0.5635491606714629,0.0028559496579653406
1580,3B,M,34,9500,0.0005781749591219907,0.5075593952483801,0.003816949880349639
1732,2B,M,55,6740,0.003599316733073726,0.5608591885441527,0.002894496568228003
1735,3B,M,38,4940,0.0007604081936956822,0.5199115044247787,0.002434778669207129
1737,3A,M,30,5680,0.00032249127811972967,0.49266247379454925,0.0026669072263079915
1585,5B,M,60,10340,0.002656954334283398,0.5581947743467933,0.004573089921889755
1502,5A,F,64,11980,0.005248304425593553,0.573170731707317,0.005091929547226708
1503,4A,F,57,17940,0.006568396438976286,0.5676328502415459,0.006744167738472146
1500,4A,M,63,13200,0.007051624321271913,0.5759803921568627,0.005282003667808602
1501,5A,F,57,12000,0.0037304489908195153,0.556872037914692,0.005257796331254365
1504,4A,F,30,9980,0.0007503307244971748,0.48155737704918034,0.004187962315741597
1767,1A,M,65,15120,0.004434155148084385,0.5802469135802469,0.005570002819329199
1609,2A,F,18,2920,0.00022970192872945,0.45454545454545453,0.002230794927891347
1572,3B,F,75,13180,0.006271857162768402,0.5949367088607594,0.0050446726546765535
1613,2A,M,73,18580,0.010349996832618147,0.5919395465994962,0.007146184373273851
1805,4B,M,25,2860,0.0004036746883933219,0.4895833333333333,0.002023598291422367
1861,2B,F,56,17300,0.004776577805795552,0.5635491606714629,0.006441736558784635
1465,5B,F,30,2580,0.000471069948360745,0.4895833333333333,0.0015653266190613947
1863,2B,M,21,7080,0.00031269541014293734,0.4625984251968504,0.0031951480177609035
1865,4B,M,29,5120,0.0006774304395853976,0.49369747899159666,0.003117631089223333
1592,5B,M,39,4980,0.0016925563681225565,0.5119825708061002,0.00253419943634968
1911,2A,M,78,11960,0.011655308893925407,0.5949367088607594,0.004891322046976125
1913,2A,F,37,2340,0.0031138339880470546,0.5097613882863341,0.0016662670107471774
1912,1B,M,71,18040,0.00592468499765544,0.5875,0.00586051451763269
1917,2A,F,21,3140,0.0005580913532472314,0.47283702213279677,0.002359286326655518
1916,2A,M,82,13020,0.012587128821227369,0.6056701030927835,0.005224702260362127
1483,5A,F,27,1480,0.0004352869169909508,0.47764227642276424,0.0012348245103184035
1684,1B,F,71,13580,0.007093108570775234,0.5860349127182045,0.0046271535153727585
1430,5B,M,37,3760,0.0008227022256589627,0.5075593952483801,0.0020521814112569457
1625,2A,M,67,13060,0.007137055065473848,0.5831265508684863,0.0053132872007887015
1461,5A,F,32,8860,0.0016013142169867551,0.4916317991631799,0.004292601518942468
1628,2A,M,73,16140,0.0094982442508829,0.5904522613065326,0.006236370865748006
1457,5A,F,75,13260,0.008631666595276505,0.5949367088607594,0.0054057711844077766
1748,3A,M,46,7080,0.001912563012699439,0.5257270693512305,0.003293917574462203
1451,5A,F,38,8120,0.0009987625416422246,0.5042918454935622,0.003827302865653274
1452,5A,M,55,12100,0.003821381292206085,0.562200956937799,0.005259847994813854
1453,5A,F,50,9020,0.002306267410397583,0.556872037914692,0.0038657265408848954
1574,3B,F,54,16940,0.005565743409706406,0.5529411764705883,0.006424023028755053
1745,Teachers,Unknown,40,13600,0.004074061216265072,0.5452436194895591,0.004527701199776893
1746,Teachers,Unknown,45,4720,0.0024276244543088104,0.5389908256880734,0.0024226981126215827
1516,5A,M,46,7680,0.00333539418648895,0.5304740406320542,0.0038502785008915023
1511,5A,M,39,3180,0.0005573516852924466,0.49473684210526314,0.0018923065799638051
1741,3A,M,43,3860,0.0029329861700181964,0.5316742081447964,0.002116931526820366
1743,2B,F,68,17620,0.006370118679636615,0.5831265508684863,0.006586320035943279
1426,5B,M,63,12240,0.003237720842041038,0.5703883495145631,0.005221577157032012
1847,4B,M,70,11860,0.00752007617195185,0.5816831683168316,0.005317953974769824
1459,5A,M,54,10280,0.003059630218084976,0.5402298850574713,0.0045675810350265245
1648,2A,F,48,10740,0.0031419566839500936,0.5490654205607477,0.004474894274771945
1898,2B,F,29,4960,0.0004853022671619298,0.4766734279918864,0.002251920463105797
1895,4B,F,65,13060,0.007563644317057512,0.5802469135802469,0.005863607253805877
1897,2B,F,25,4300,0.000313215928834195,0.4635108481262327,0.002157820749367244
1890,2B,M,88,22520,0.014355310462114461,0.6151832460732984,0.008182471044206937
1519,4A,F,38,5880,0.001953256498976763,0.5269058295964125,0.0026835701550162443
1892,4B,M,30,5520,0.001062814014862971,0.5010660980810234,0.0034297235822683798
1815,4A,F,50,19480,0.0030479685177969254,0.5529411764705883,0.007323179977313825
1618,4A,Unknown,22,3300,0.00023770403801875837,0.4527938342967245,0.0017764386651184607
1616,2A,F,20,6720,0.0003713047684897564,0.47,0.0036560825511792695
1617,2A,F,27,6580,0.0007432344632757801,0.48057259713701433,0.0037554678934881534
1818,4B,M,33,3520,0.0011513724991978312,0.5042918454935622,0.0021883727301086485
1819,4B,F,47,5400,0.002802490695490078,0.5292792792792793,0.003186280019695652
1696,1B,F,49,9360,0.0024117775789681255,0.5516431924882629,0.0035307927179964596
1649,2A,M,31,3280,0.0017258283101361453,0.5108695652173914,0.0019607633505450734
1471,5B,M,52,11120,0.00214945560657922,0.5465116279069767,0.00485076609527766
1443,5B,F,62,12040,0.0045447491366602845,0.5745721271393643,0.005108607897733995
1441,5B,M,27,2040,0.00019783846494362316,0.4737903225806452,0.0014574726058232
1824,Teachers,Unknown,33,6340,0.0010123845943871607,0.5108695652173914,0.0030573154163611106
1757,1A,F,78,16720,0.006313529324148467,0.5994897959183674,0.006168603120280329
1562,3B,F,44,9540,0.002122526324828208,0.5328798185941043,0.0037832143404965737
1563,5B,F,69,19640,0.0068395822987400365,0.5860349127182045,0.0072725608046760055
1753,Teachers,Unknown,26,1620,0.0006484194697434681,0.5075593952483801,0.001221692981384334
1752,1A,M,68,11560,0.005044965282969166,0.5845771144278606,0.004365370742807505
1751,5A,F,25,4040,0.0004828560020748547,0.487551867219917,0.0023312638236805045
1567,3B,M,81,19340,0.00807679500964934,0.6041131105398457,0.007180562351831668
1858,2B,F,22,3300,0.00010680659687876509,0.4625984251968504,0.0017672050008355534
1528,4A,M,49,14180,0.003922958984529335,0.556872037914692,0.005612619544263953
1859,3A,F,44,8380,0.0013711698612285765,0.5316742081447964,0.0038266925643282313
1475,5B,F,43,7420,0.00211631446589817,0.5176211453744494,0.003397143029871891
1688,1B,M,58,20320,0.003588552955141481,0.5649038461538461,0.00669035339354807
1889,2B,F,71,21040,0.00913619008143413,0.5889724310776943,0.0076681630288806535
1888,4B,M,30,5940,0.0009468205447910393,0.5,0.0034524634482519046
1887,2B,M,38,9360,0.0015337017588108962,0.49682875264270615,0.003850868971828949
1885,4B,M,65,9580,0.005116772004615553,0.5802469135802469,0.004262442985005125
1883,2B,M,28,6900,0.0005426470380614896,0.4916317991631799,0.003088131621400136
1880,4B,M,42,5280,0.0023820745342598084,0.5257270693512305,0.0032157025632346395
1807,4B,F,28,3920,0.0006982755870772705,0.4916317991631799,0.0024488686946793656
1919,2A,M,31,3420,0.0015547744528232857,0.5142231947483589,0.002142670580000761
1866,4B,M,61,9300,0.0069324942751258665,0.5745721271393643,0.004226091386336895
1761,1A,M,97,13560,0.012478531230613097,0.6300268096514745,0.005248607309635794
1803,4B,M,22,5540,0.0002297492928532822,0.46534653465346537,0.0027990183448072937
1802,4B,M,70,14720,0.007000875948405944,0.5875,0.006450956120253554
1801,3A,F,49,7540,0.0022246979990711013,0.5353075170842825,0.003405424829282434
1594,3B,M,48,7200,0.0020155285406651176,0.5414746543778802,0.0031430216324477215
1601,4B,F,33,4020,0.0013832825826921517,0.5199115044247787,0.0026436981663904395
1603,2A,F,21,4180,0.00021468060582308207,0.45542635658914726,0.002646173104578335
1604,2A,F,42,7200,0.002619504324596133,0.5365296803652968,0.0033464880572567266
1809,3A,F,51,7220,0.0027687446364370004,0.5452436194895591,0.003382174579408198
1606,2A,F,27,11160,0.0015306358519188207,0.4978813559322034,0.005717173295807301
1681,1B,M,36,10520,0.002478618461390639,0.5269058295964125,0.0036127846020492763
1680,1B,F,29,10120,0.00043790597822406267,0.4835390946502058,0.0034835054373111947
1768,1A,F,49,8440,0.0029908363827582853,0.5529411764705883,0.0037318021211232093
1578,5B,M,70,13740,0.005861390583394646,0.5860349127182045,0.005941709148956244
1685,3B,F,51,15500,0.00525473811483486,0.550351288056206,0.005835796716262106
1477,5A,M,78,13100,0.008808771639816925,0.5875,0.0056506480478446105
1687,1B,F,27,10360,0.000563456146329257,0.4766734279918864,0.003532994449801159
1564,3B,M,24,3820,0.0005996442949553579,0.5042918454935622,0.0019420711418474792
1763,3A,M,64,9540,0.006138387877539488,0.5788177339901478,0.003973041678204912
1760,1A,F,28,7160,0.00039864901965179294,0.5164835164835165,0.003308390206939267
1479,5A,M,32,4280,0.0009201916535180002,0.49682875264270615,0.0024389292366719037
1766,1A,M,60,12560,0.0033643716464482132,0.573170731707317,0.004841170479063558
1852,Teachers,Unknown,40,6880,0.003540793804850092,0.5222222222222223,0.003267227564674351
1764,1A,M,60,9980,0.0033616581635258222,0.5717761557177615,0.004001061199838192
1765,1B,F,67,19560,0.005609450442590182,0.5816831683168316,0.006316576310494328
